epoch,train_loss,optimizer_steps,learning_rate,train_loss_effect_positive,train_loss_effect_negative,train_loss_effect_no_effect,train_loss_effect_hard_negative,train_loss_effect_clean,validation_loss,validation_chunk_top1_within_region,validation_chunk_top5_hit_center,validation_chunk_mean_abs_delay,validation_effect_balanced_accuracy,validation_positive_gate_mean,validation_negative_gate_mean,validation_no_effect_gate_mean,validation_hard_negative_gate_mean,validation_clean_gate_mean,validation_gate_gap,validation_loss_effect_positive,validation_loss_effect_negative,validation_loss_effect_no_effect,validation_loss_effect_hard_negative,validation_loss_effect_clean
22,1.2781988059060048,59,0.00019667837321297332,0.03011304584688949,0.050845210268670275,0.0452205518628589,0.03348891614548508,0.031185893799752423,14.706019768670169,0.7599431818181818,0.890625,3.6207386363636362,0.6571631493506493,0.3669558438387784,0.05431070788340135,0.06893115705595566,0.014708360766663271,0.043431240133941174,0.29802468678282273,4.982101798057556,0.19600623642917353,0.1740265444468172,0.20858528684067051,0.05151640984141046
23,1.4857847023818453,59,0.00018697143395141402,0.03348335148608786,0.15733153022042876,0.040673997870587716,0.28819308560451967,0.031126377273244157,13.882213020608539,0.7556818181818182,0.8693181818181818,3.649147727272727,0.6631493506493507,0.3773248845880682,0.06216672895016608,0.08503670488985685,0.016163024832220638,0.011281115002930164,0.2922881796982113,4.662036782219296,0.161800400066871,0.24668952554098464,0.07212069173173015,0.00654456872005193
24,1.2726128525653129,59,0.0001770965987264065,0.015540801384288944,0.07616348971295323,0.04297762648910343,0.11455490730576597,0.006595526193635478,16.61553494903464,0.8096590909090909,0.9048295454545454,3.106534090909091,0.6133319805194805,0.2473848516290838,0.01709145588147176,0.020591134921862528,0.014328446896637188,0.0002301577478647232,0.22679371670722126,6.1706461650984625,0.058501046003129886,0.05194678552284347,0.06968784061405131,0.00016443502421939878
25,1.2361425565460982,59,0.00016709871148358108,0.03077951801821917,0.04429313189092358,0.020824092611908752,0.06020897458535528,0.024680453236890193,16.545582943122316,0.7784090909090909,0.9019886363636364,3.4886363636363638,0.6521915584415585,0.3234891024502841,0.02167977276560548,0.027517900587274477,0.010637969655149123,0.007164576090872288,0.2959712018630096,5.780377910250709,0.083873641409111,0.0521327739389519,0.11714433898372417,0.004343505682689803
26,1.2664479178897405,59,0.00015702317497667709,0.020538136139663748,0.07519574279493069,0.009124255785182113,0.12964761863332894,0.09285955878011325,16.962896240609034,0.7897727272727273,0.8948863636363636,3.0525568181818183,0.6575689935064934,0.3382822315801274,0.029355043134131988,0.04057683466145626,0.00838647607494803,0.0009416025131940842,0.29770539691867115,6.031977429276421,0.12017012410261227,0.10091037121487932,0.14495185260110366,0.00042685401335585906
27,1.1322842452485682,59,0.0001469157445829759,0.01059976046762732,0.017909640204240948,0.005507480545459704,0.02109348773956588,0.04229752061081482,17.031739859353927,0.8480113636363636,0.921875,2.315340909090909,0.6618303571428572,0.3818061785264449,0.059900583191351456,0.076716091340551,0.028388626873493195,0.0175967114046216,0.30509008718589387,5.7616216625486105,0.26568776554960916,0.27143751434749946,0.25009074601135106,0.013476942773628426
28,1.1921510979280634,59,0.00013682232051738852,0.02549874355964537,0.03825798244967076,0.02302301113438986,0.0526863255743253,0.003505342518409079,20.090592757051734,0.8267045454545454,0.8948863636363636,2.5738636363636362,0.6141436688311688,0.25581553612243046,0.0285312474354521,0.03964621401750124,0.00788447041721905,0.0001725032925605774,0.21616932210492923,7.4522909465290255,0.1343246830794691,0.12778272583364014,0.1474852338374947,0.00010577999975274517
29,1.2568742784403137,59,0.0001267887393888009,0.016117611614143983,0.0793745579390754,0.013648486229188982,0.13398907278898917,0.027125251364004167,19.805218363573573,0.8224431818181818,0.9119318181818182,2.7869318181818183,0.6077516233766234,0.24391144514083862,0.024540839644221515,0.03192013774353724,0.013167891870526707,0.0007250197231769562,0.21199130739730138,7.365779286339169,0.13023190716392294,0.09150577590193214,0.16477039581707636,0.0003233016817224173
30,1.1483826435218423,59,0.00011686056604526936,0.011526134544680136,0.03743793183554957,0.0127574345273565,0.04418516832556942,0.05490744176643509,19.95714701357342,0.7911931818181818,0.9190340909090909,2.7613636363636362,0.6200284090909092,0.2750198488885706,0.03586851234559889,0.04878024656612139,0.012222828233943266,0.0021823178976774216,0.22623960232244922,7.337554284504482,0.173985326981154,0.1490310973642322,0.20032973229461418,0.000994832413371547
31,1.0970321045083515,59,0.00010708288665334578,0.008344572997530277,0.011681212770650684,0.012264723175895265,0.012234794217990492,0.0002127225790073773,20.697955325600645,0.8096590909090909,0.9076704545454546,2.796875,0.6289569805194806,0.28681089119477704,0.02942054205900663,0.0402430145499798,0.007437204613405115,0.005734040401875973,0.24656787664479723,7.544436988376436,0.15815049385171825,0.1291667976362251,0.18606552317133088,0.0030299844284378367
32,1.063841615693044,59,9.750010395120764e-05,0.0006368904178936831,0.008230380205702176,0.0060865077727103815,0.00952308427143072,0.002307558617744121,20.54239365671362,0.8125,0.9076704545454546,2.8068181818181817,0.6521915584415584,0.3324969465082342,0.032451751944306606,0.043676470477993674,0.007356242221944472,0.012824729084968567,0.2888204760302405,7.533517633165632,0.16713163619466678,0.14751843003017756,0.19271126950912904,0.011623574560200637
33,1.0612362067578203,59,8.815573560539742e-05,0.007919627581606033,0.0031295759401783565,0.0059730561011888,8.508041080317217e-05,0.0006956348564326174,21.024057507869742,0.7826704545454546,0.9048295454545454,3.3764204545454546,0.625202922077922,0.3069921047850089,0.054761976777733146,0.07157943240151955,0.007549207000171437,0.04573006555438042,0.23541267238348934,7.56461630264918,0.27372695109541806,0.26737035709299745,0.23889441496920025,0.1299958456130255
34,1.0744457184258154,59,7.909221658687927e-05,0.005773298244639205,0.01448502967369577,0.004067315616591752,0.0014688022392643472,0.06300116412806721,21.89231530488247,0.7741477272727273,0.9147727272727273,3.007102272727273,0.619926948051948,0.275434824553403,0.034962752713011455,0.04561189347161697,0.007540536277434405,0.02400149777531624,0.22982293108178603,8.14813877287365,0.19044292164777063,0.17073736731344166,0.2130988442939698,0.017361711989473234
35,1.0375532386666637,59,7.035070646387144e-05,0.000575755078547815,0.0006897942255385564,0.00013212222527450625,0.0012111219309144101,0.000139841791610032,21.457477137091615,0.8082386363636364,0.921875,2.5213068181818183,0.6435673701298702,0.33218479698354547,0.04549890582437639,0.058713928724710755,0.01387553267619189,0.026758071035146713,0.2734708682588347,7.773291780835106,0.2257990515000971,0.21135101650886717,0.23492636042250684,0.05858723890214822
36,1.3239174111414764,59,6.19709024865812e-05,0.0009857925587590348,0.14401090749937032,0.00021112050994146348,0.3063071205118122,0.058877003260259325,23.18299495495612,0.7741477272727273,0.9133522727272727,3.1548295454545454,0.6179991883116883,0.2571694945747202,0.021883538597589965,0.027609305599561103,0.007525341475711149,0.015175574459135532,0.22956018897515912,8.928666773296538,0.14762073922514402,0.10359727800566261,0.19708589822855535,0.023365092318077325
37,1.114001597388316,59,5.399085931267006e-05,0.0004810776752008879,0.03996092269600731,0.0013273049547764659,0.08733136909830337,4.5385835413349094e-05,22.52025563182542,0.7954545454545454,0.9005681818181818,2.8068181818181817,0.6425527597402597,0.312624222852967,0.02626573197640382,0.035513916124518104,0.007569589159067939,0.005872602574527264,0.2771103067284489,8.41329530874888,0.150089573367596,0.11837621577799544,0.18311522722382415,0.0032057375932237975
38,1.1001271948976032,59,4.644681619211694e-05,0.0013568400313122271,0.03180608362204841,0.00019175509367446429,0.0702851653772567,0.000305884456006964,22.730378041686933,0.7840909090909091,0.90625,3.044034090909091,0.6400162337662338,0.3009406721050089,0.02239318685485171,0.03073330008639739,0.007383334286072675,6.890669465065002e-05,0.2702073720186115,8.560794342131842,0.15327809510933002,0.12901182185336374,0.17909545422806228,3.190430080784219e-05
39,1.0955653150202864,59,3.937303239627392e-05,0.0003398732885102618,0.031249337689797204,0.0005612733298813949,0.06886415899136902,5.212880859929456e-07,24.82754592415943,0.7855113636363636,0.9076704545454546,2.965909090909091,0.6158685064935066,0.2540420310741121,0.02129317762015702,0.029126393107267525,0.007358712308547076,2.7762725949287415e-06,0.22491563796684458,9.564053126743861,0.1316061597057297,0.09656204400310268,0.1641924215432218,1.7297511693045852e-06
